Date,ID,Address,Street,Neighbourhood,City,Price,Bathroom,Bedroom,Link
2020-12-22,l938184,32 Carriage Walk,Carriage Walk,Bayview Wellington,Aurora,$849900,4 baths,2+1 beds,https://aurora.listing.ca/32-carriage-walk.N5069715.htm#9h-1
2020-12-23,l938448,81 Willow Farm Lane,Willow Farm Lane,Hills of St Andrew,Aurora,$2299000,5 baths,4+1 beds,https://aurora.listing.ca/81-willow-farm-lane.N5069982.htm#9h-1
2020-12-23,l938726,121 Zokol Dr,Zokol Dr,Bayview Northeast,Aurora,$898000,4 baths,3 beds,https://aurora.listing.ca/121-zokol-dr.N5070302.htm#9h-1
2020-12-28,l939516,288 Touch Gold Cres,Touch Gold Cres,Bayview Southeast,Aurora,$1880000,4 baths,4 beds,https://aurora.listing.ca/288-touch-gold-cres.N5071337.htm#9h-1
2020-12-29,l939692,350 William Graham Dr,William Graham Dr,Rural Aurora,Aurora,$920000,3 baths,3 beds,https://aurora.listing.ca/350-william-graham-dr.N5071579.htm#9h-1
2020-12-29,l939647,64 Wells St 209,Wells St,Aurora Village,Aurora,$1025000,2 baths,2 beds,https://aurora.listing.ca/64-wells-st-209.N5071445.htm#9h-2
2020-12-30,l940404,135 Milestone Cres 17,Milestone Cres,Aurora Village,Aurora,$599900,1 baths,3 beds,https://aurora.listing.ca/135-milestone-cres-17.N5072527.htm#9h-1
2021-01-01,l940678,6 Albery Cres,Albery Cres,Aurora Highlands,Aurora,$999999,3 baths,4 beds,https://aurora.listing.ca/6-albery-cres.N5072650.htm#9h-1
2021-01-01,l940655,309 Milestone Cres,Milestone Cres,Aurora Village,Aurora,$499000,2 baths,3 beds,https://aurora.listing.ca/309-milestone-cres.N5072759.htm#9h-2
2021-01-03,l941447,95 Lensmith Dr,Lensmith Dr,Aurora Highlands,Aurora,$1650000,4 baths,4+2 beds,https://aurora.listing.ca/95-lensmith-dr.N5057528.htm#9h-1
2021-01-03,l941368,121 Hillview Rd,Hillview Rd,Aurora Village,Aurora,$2598888,8 baths,5 beds,https://aurora.listing.ca/121-hillview-rd.N5073559.htm#9h-2
2021-01-03,l941192,198 Championship Circle Pl,Championship Circle Pl,Aurora Estates,Aurora,$2399000,6 baths,4+1 beds,https://aurora.listing.ca/198-championship-circle-pl.N5073341.htm#9h-3
2021-01-03,l941136,265 John West Way,John West Way,Bayview Wellington,Aurora,$649900,3 baths,2 beds,https://aurora.listing.ca/265-john-west-way.N5073289.htm#9h-4
2021-01-05,l942700,16 Stocks Lane,Stocks Lane,Rural Aurora,Aurora,$828000,2 baths,2 beds,https://aurora.listing.ca/16-stocks-lane.N5075119.htm#9h-1
2021-01-05,l942008,87 Black Walnut Crt,Black Walnut Crt,Aurora Estates,Aurora,$1598990,5 baths,4 beds,https://aurora.listing.ca/87-black-walnut-crt.N5074437.htm#9h-2
2021-01-05,l941920,555 William Graham Dr 230,William Graham Dr,Rural Aurora,Aurora,$638000,2 baths,2 beds,https://aurora.listing.ca/555-william-graham-dr-230.N5074405.htm#9h-3
2021-01-06,l943734,295 Thomas Phillips Dr,Thomas Phillips Dr,Rural Aurora,Aurora,$1799900,4 baths,4 beds,https://aurora.listing.ca/295-thomas-phillips-dr.N5076478.htm#9h-1
2021-01-06,l943666,2 Chouinard Way,Chouinard Way,Rural Aurora,Aurora,$699000,3 baths,3 beds,https://aurora.listing.ca/2-chouinard-way.N5076397.htm#9h-2
2021-01-06,l942957,300 Alex Gardner Circ 61,Alex Gardner Circ,Aurora Village,Aurora,$619000,3 baths,2 beds,https://aurora.listing.ca/300-alex-gardner-circ-61.N5075337.htm#9h-3
2021-01-06,l942838,15277 Yonge St 413,Yonge St,Aurora Village,Aurora,$539000,1 baths,2 beds,https://aurora.listing.ca/15277-yonge-st-413.N5075471.htm#9h-4
2021-01-06,l943975,38 Novan Cres,Novan Cres,Rural Aurora,Aurora,$1299900,4 baths,4 beds,https://aurora.listing.ca/38-novan-cres.N5076767.htm#9h-1
2021-01-06,l943961,93 Kennedy St,Kennedy St,Aurora Village,Aurora,$2195000,4 baths,4 beds,https://aurora.listing.ca/93-kennedy-st.N5076495.htm#9h-2
2021-01-07,l944891,19 Mendys Forest,Mendys Forest,Aurora Heights,Aurora,$1325000,4 baths,3+1 beds,https://aurora.listing.ca/19-mendys-forest.N5077790.htm#9h-1
2021-01-07,l944396,15 Mosley St,Mosley St,Aurora Village,Aurora,$1499000,3 baths,5 beds,https://aurora.listing.ca/15-mosley-st.N5077197.htm#9h-2
2021-01-07,l944394,88 Kennedy St,Kennedy St,Aurora Village,Aurora,$2249888,4 baths,4 beds,https://aurora.listing.ca/88-kennedy-st.N5076873.htm#9h-3
2021-01-08,l945435,236 Milestone Cres,Milestone Cres,Aurora Village,Aurora,$449000,2 baths,3 beds,https://aurora.listing.ca/236-milestone-cres.N5078677.htm#9h-1
2021-01-08,l945433,64 Wells St 208,Wells St,Aurora Village,Aurora,$689900,1 baths,2 beds,https://aurora.listing.ca/64-wells-st-208.N5078650.htm#9h-2
2021-01-08,l945235,6 Wilkinson Pl,Wilkinson Pl,Hills of St Andrew,Aurora,$1999000,5 baths,4+1 beds,https://aurora.listing.ca/6-wilkinson-pl.N5078323.htm#9h-3
2021-01-13,l949107,58 Earl Stewart Dr,Earl Stewart Dr,Bayview Wellington,Aurora,$999000,4 baths,3+1 beds,https://aurora.listing.ca/58-earl-stewart-dr.N5083144.htm#9h-1
2021-01-13,l949106,38 Pedersen Dr,Pedersen Dr,Bayview Wellington,Aurora,$1198000,3 baths,4 beds,https://aurora.listing.ca/38-pedersen-dr.N5083132.htm#9h-2
2021-01-13,l949104,19 Lacey Crt,Lacey Crt,Aurora Heights,Aurora,$1498000,4 baths,4 beds,https://aurora.listing.ca/19-lacey-crt.N5083121.htm#9h-3
2021-01-13,l949095,10 Albery Cres,Albery Cres,Aurora Highlands,Aurora,$999999,3 baths,3+2 beds,https://aurora.listing.ca/10-albery-cres.N5083012.htm#9h-4
2021-01-13,l948783,54 Elderberry Tr,Elderberry Tr,Aurora Estates,Aurora,$2290000,3 baths,3+1 beds,https://aurora.listing.ca/54-elderberry-tr.N5082869.htm#9h-5
2021-01-13,l947754,14108 Yonge St,Yonge St,Aurora Estates,Aurora,$4888888,1 baths,1 beds,https://aurora.listing.ca/14108-yonge-st.N5081581.htm#9h-6
2021-01-13,l947321,43 Cousins Dr,Cousins Dr,Aurora Village,Aurora,$799900,3 baths,5 beds,https://aurora.listing.ca/43-cousins-dr.N5080974.htm#9h-7
2021-01-13,l947302,33 Sandusky Cres,Sandusky Cres,Aurora Highlands,Aurora,$749000,2 baths,3+1 beds,https://aurora.listing.ca/33-sandusky-cres.N5080708.htm#9h-8
2021-01-13,l946409,86 William Graham Dr,William Graham Dr,Rural Aurora,Aurora,$1298000,4 baths,4 beds,https://aurora.listing.ca/86-william-graham-dr.N5079756.htm#9h-9
2021-01-13,l945805,29 Capreol Ave,Capreol Ave,Rural Aurora,Aurora,$928000,3 baths,4 beds,https://aurora.listing.ca/29-capreol-ave.N5079050.htm#9h-a
2021-01-13,l945686,111 Civic Square Gate 313,Civic Square Gate,Bayview Wellington,Aurora,$505000,1 baths,1 beds,https://aurora.listing.ca/111-civic-square-gate-313.N5079179.htm#9h-b
